B01003_001E,NAME,GEOID,metropolitan statistical area/micropolitan statistical area
18962,"Adjuntas, PR Micro Area",31000US10260,10260
325921,"Aguadilla-Isabela, PR Metro Area",31000US10380,10380
193243,"Arecibo, PR Metro Area",31000US11640,11640
40293,"Coamo, PR Micro Area",31000US17620,17620
30114,"Coco, PR Micro Area",31000US17640,17640
81159,"Guayama, PR Metro Area",31000US25020,25020
15890,"Jayuya, PR Micro Area",31000US27580,27580
100263,"Mayagüez, PR Metro Area",31000US32420,32420
330891,"Ponce, PR Metro Area",31000US38660,38660
133534,"San Germán, PR Metro Area",31000US41900,41900
2263582,"San Juan-Carolina-Caguas, PR Metro Area",31000US41980,41980
22913,"Santa Isabel, PR Micro Area",31000US42180,42180
42078,"Aberdeen, SD Micro Area",31000US10100,10100
71419,"Aberdeen, WA Micro Area",31000US10140,10140
167945,"Abilene, TX Metro Area",31000US10180,10180
38055,"Ada, OK Micro Area",31000US10220,10220
98902,"Adrian, MI Micro Area",31000US10300,10300
703744,"Akron, OH Metro Area",31000US10420,10420
65318,"Alamogordo, NM Micro Area",31000US10460,10460
155917,"Albany, GA Metro Area",31000US10500,10500
118971,"Albany, OR Metro Area",31000US10540,10540
877846,"Albany-Schenectady-Troy, NY Metro Area",31000US10580,10580
60586,"Albemarle, NC Micro Area",31000US10620,10620
30897,"Albert Lea, MN Micro Area",31000US10660,10660
94318,"Albertville, AL Micro Area",31000US10700,10700
902731,"Albuquerque, NM Metro Area",31000US10740,10740
154587,"Alexandria, LA Metro Area",31000US10780,10780
36620,"Alexandria, MN Micro Area",31000US10820,10820
41461,"Alice, TX Micro Area",31000US10860,10860
828232,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",31000US10900,10900
41878,"Alma, MI Micro Area",31000US10940,10940
29068,"Alpena, MI Micro Area",31000US10980,10980
126448,"Altoona, PA Metro Area",31000US11020,11020
26056,"Altus, OK Micro Area",31000US11060,11060
259216,"Amarillo, TX Metro Area",31000US11100,11100
36503,"Americus, GA Micro Area",31000US11140,11140
93586,"Ames, IA Metro Area",31000US11180,11180
49779,"Amsterdam, NY Micro Area",31000US11220,11220
395285,"Anchorage, AK Metro Area",31000US11260,11260
16775,"Andrews, TX Micro Area",31000US11380,11380
34267,"Angola, IN Micro Area",31000US11420,11420
354092,"Ann Arbor, MI Metro Area",31000US11460,11460
116648,"Anniston-Oxford-Jacksonville, AL Metro Area",31000US11500,11500
230108,"Appleton, WI Metro Area",31000US11540,11540
34957,"Arcadia, FL Micro Area",31000US11580,11580
48442,"Ardmore, OK Micro Area",31000US11620,11620
22751,"Arkadelphia, AR Micro Area",31000US11660,11660
36079,"Arkansas City-Winfield, KS Micro Area",31000US11680,11680
437252,"Asheville, NC Metro Area",31000US11700,11700
53189,"Ashland, OH Micro Area",31000US11740,11740
99777,"Ashtabula, OH Micro Area",31000US11780,11780
37382,"Astoria, OR Micro Area",31000US11820,11820
16633,"Atchison, KS Micro Area",31000US11860,11860
64974,"Athens, OH Micro Area",31000US11900,11900
52506,"Athens, TN Micro Area",31000US11940,11940
79016,"Athens, TX Micro Area",31000US11980,11980
198225,"Athens-Clarke County, GA Metro Area",31000US12020,12020
5535837,"Atlanta-Sandy Springs-Roswell, GA Metro Area",31000US12060,12060
275376,"Atlantic City-Hammonton, NJ Metro Area",31000US12100,12100
42449,"Auburn, IN Micro Area",31000US12140,12140
79173,"Auburn, NY Micro Area",31000US12180,12180
150982,"Auburn-Opelika, AL Metro Area",31000US12220,12220
580178,"Augusta-Richmond County, GA-SC Metro Area",31000US12260,12260
121112,"Augusta-Waterville, ME Micro Area",31000US12300,12300
39227,"Austin, MN Micro Area",31000US12380,12380
1889094,"Austin-Round Rock, TX Metro Area",31000US12420,12420
27378,"Bainbridge, GA Micro Area",31000US12460,12460
865736,"Bakersfield, CA Metro Area",31000US12540,12540
2769818,"Baltimore-Columbia-Towson, MD Metro Area",31000US12580,12580
153437,"Bangor, ME Metro Area",31000US12620,12620
62992,"Baraboo, WI Micro Area",31000US12660,12660
44564,"Bardstown, KY Micro Area",31000US12680,12680
214766,"Barnstable Town, MA Metro Area",31000US12700,12700
59132,"Barre, VT Micro Area",31000US12740,12740
51760,"Bartlesville, OK Micro Area",31000US12780,12780
27012,"Bastrop, LA Micro Area",31000US12820,12820
59458,"Batavia, NY Micro Area",31000US12860,12860
36952,"Batesville, AR Micro Area",31000US12900,12900
819861,"Baton Rouge, LA Metro Area",31000US12940,12940
134790,"Battle Creek, MI Metro Area",31000US12980,12980
106698,"Bay City, MI Metro Area",31000US13020,13020
36598,"Bay City, TX Micro Area",31000US13060,13060
21818,"Beatrice, NE Micro Area",31000US13100,13100
405695,"Beaumont-Port Arthur, TX Metro Area",31000US13140,13140
88547,"Beaver Dam, WI Micro Area",31000US13180,13180
124027,"Beckley, WV Metro Area",31000US13220,13220
45814,"Bedford, IN Micro Area",31000US13260,13260
32659,"Beeville, TX Micro Area",31000US13300,13300
45484,"Bellefontaine, OH Micro Area",31000US13340,13340
207100,"Bellingham, WA Metro Area",31000US13380,13380
45434,"Bemidji, MN Micro Area",31000US13420,13420
166622,"Bend-Redmond, OR Metro Area",31000US13460,13460
27993,"Bennettsville, SC Micro Area",31000US13500,13500
36589,"Bennington, VT Micro Area",31000US13540,13540
38077,"Berlin, NH-VT Micro Area",31000US13620,13620
43301,"Big Rapids, MI Micro Area",31000US13660,13660
37285,"Big Spring, TX Micro Area",31000US13700,13700
60000,"Big Stone Gap, VA Micro Area",31000US13720,13720
164716,"Billings, MT Metro Area",31000US13740,13740
248292,"Binghamton, NY Metro Area",31000US13780,13780
1138476,"Birmingham-Hoover, AL Metro Area",31000US13820,13820
123407,"Bismarck, ND Metro Area",31000US13900,13900
45407,"Blackfoot, ID Micro Area",31000US13940,13940
180482,"Blacksburg-Christiansburg-Radford, VA Metro Area",31000US13980,13980
189502,"Bloomington, IL Metro Area",31000US14010,14010
163596,"Bloomington, IN Metro Area",31000US14020,14020
85420,"Bloomsburg-Berwick, PA Metro Area",31000US14100,14100
105761,"Bluefield, WV-VA Micro Area",31000US14140,14140
44864,"Blytheville, AR Micro Area",31000US14180,14180
46556,"Bogalusa, LA Micro Area",31000US14220,14220
651402,"Boise City, ID Metro Area",31000US14260,14260
26401,"Boone, IA Micro Area",31000US14340,14340
52240,"Boone, NC Micro Area",31000US14380,14380
21858,"Borger, TX Micro Area",31000US14420,14420
4694565,"Boston-Cambridge-Newton, MA-NH Metro Area",31000US14460,14460
310032,"Boulder, CO Metro Area",31000US14500,14500
164245,"Bowling Green, KY Metro Area",31000US14540,14540
95323,"Bozeman, MT Micro Area",31000US14580,14580
42884,"Bradford, PA Micro Area",31000US14620,14620
91567,"Brainerd, MN Micro Area",31000US14660,14660
84930,"Branson, MO Micro Area",31000US14700,14700
28940,"Breckenridge, CO Micro Area",31000US14720,14720
255441,"Bremerton-Silverdale, WA Metro Area",31000US14740,14740
34236,"Brenham, TX Micro Area",31000US14780,14780
32928,"Brevard, NC Micro Area",31000US14820,14820
939983,"Bridgeport-Stamford-Norwalk, CT Metro Area",31000US14860,14860
34765,"Brookhaven, MS Micro Area",31000US15020,15020
22338,"Brookings, OR Micro Area",31000US15060,15060
33046,"Brookings, SD Micro Area",31000US15100,15100
417947,"Brownsville-Harlingen, TX Metro Area",31000US15180,15180
37833,"Brownwood, TX Micro Area",31000US15220,15220
114202,"Brunswick, GA Metro Area",31000US15260,15260
42725,"Bucyrus, OH Micro Area",31000US15340,15340
1135734,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",31000US15380,15380
43648,"Burley, ID Micro Area",31000US15420,15420
47250,"Burlington, IA-IL Micro Area",31000US15460,15460
155258,"Burlington, NC Metro Area",31000US15500,15500
215081,"Burlington-South Burlington, VT Metro Area",31000US15540,15540
34549,"Butte-Silver Bow, MT Micro Area",31000US15580,15580
47739,"Cadillac, MI Micro Area",31000US15620,15620
55889,"Calhoun, GA Micro Area",31000US15660,15660
109614,"California-Lexington Park, MD Metro Area",31000US15680,15680
32534,"Cambridge, MD Micro Area",31000US15700,15700
39626,"Cambridge, OH Micro Area",31000US15740,15740
30289,"Camden, AR Micro Area",31000US15780,15780
24993,"Campbellsville, KY Micro Area",31000US15820,15820
46809,"Cañon City, CO Micro Area",31000US15860,15860
36323,"Canton, IL Micro Area",31000US15900,15900
403340,"Canton-Massillon, OH Metro Area",31000US15940,15940
663675,"Cape Coral-Fort Myers, FL Metro Area",31000US15980,15980
97326,"Cape Girardeau, MO-IL Metro Area",31000US16020,16020
126655,"Carbondale-Marion, IL Metro Area",31000US16060,16060
55641,"Carlsbad-Artesia, NM Micro Area",31000US16100,16100
54482,"Carson City, NV Metro Area",31000US16180,16180
80011,"Casper, WY Metro Area",31000US16220,16220
47139,"Cedar City, UT Micro Area",31000US16260,16260
263003,"Cedar Rapids, IA Metro Area",31000US16300,16300
41215,"Cedartown, GA Micro Area",31000US16340,16340
40863,"Celina, OH Micro Area",31000US16380,16380
38665,"Centralia, IL Micro Area",31000US16460,16460
75515,"Centralia, WA Micro Area",31000US16500,16500
152285,"Chambersburg-Waynesboro, PA Metro Area",31000US16540,16540
236096,"Champaign-Urbana, IL Metro Area",31000US16580,16580
223922,"Charleston, WV Metro Area",31000US16620,16620
63980,"Charleston-Mattoon, IL Micro Area",31000US16660,16660
712232,"Charleston-North Charleston, SC Metro Area",31000US16700,16700
2338792,"Charlotte-Concord-Gastonia, NC-SC Metro Area",31000US16740,16740
225070,"Charlottesville, VA Metro Area",31000US16820,16820
541124,"Chattanooga, TN-GA Metro Area",31000US16860,16860
95431,"Cheyenne, WY Metro Area",31000US16940,16940
9534008,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",31000US16980,16980
222564,"Chico, CA Metro Area",31000US17020,17020
77334,"Chillicothe, OH Micro Area",31000US17060,17060
2139466,"Cincinnati, OH-KY-IN Metro Area",31000US17140,17140
217555,"Claremont-Lebanon, NH-VT Micro Area",31000US17200,17200
94176,"Clarksburg, WV Micro Area",31000US17220,17220
25254,"Clarksdale, MS Micro Area",31000US17260,17260
274389,"Clarksville, TN-KY Metro Area",31000US17300,17300
64158,"Clearlake, CA Micro Area",31000US17340,17340
33803,"Cleveland, MS Micro Area",31000US17380,17380
118749,"Cleveland, TN Metro Area",31000US17420,17420
2064483,"Cleveland-Elyria, OH Metro Area",31000US17460,17460
38363,"Clewiston, FL Micro Area",31000US17500,17500
48365,"Clinton, IA Micro Area",31000US17540,17540
50497,"Clovis, NM Micro Area",31000US17580,17580
145046,"Coeur d'Alene, ID Metro Area",31000US17660,17660
34184,"Coffeyville, KS Micro Area",31000US17700,17700
43706,"Coldwater, MI Micro Area",31000US17740,17740
239096,"College Station-Bryan, TX Metro Area",31000US17780,17780
678364,"Colorado Springs, CO Metro Area",31000US17820,17820
170770,"Columbia, MO Metro Area",31000US17860,17860
792530,"Columbia, SC Metro Area",31000US17900,17900
312016,"Columbus, GA-AL Metro Area",31000US17980,17980
79488,"Columbus, IN Metro Area",31000US18020,18020
59699,"Columbus, MS Micro Area",31000US18060,18060
32642,"Columbus, NE Micro Area",31000US18100,18100
1972375,"Columbus, OH Metro Area",31000US18140,18140
147262,"Concord, NH Micro Area",31000US18180,18180
23773,"Connersville, IN Micro Area",31000US18220,18220
107406,"Cookeville, TN Micro Area",31000US18260,18260
62775,"Coos Bay, OR Micro Area",31000US18300,18300
23314,"Cordele, GA Micro Area",31000US18380,18380
37319,"Corinth, MS Micro Area",31000US18420,18420
43527,"Cornelia, GA Micro Area",31000US18460,18460
98665,"Corning, NY Micro Area",31000US18500,18500
442422,"Corpus Christi, TX Metro Area",31000US18580,18580
48118,"Corsicana, TX Micro Area",31000US18620,18620
49043,"Cortland, NY Micro Area",31000US18660,18660
86495,"Corvallis, OR Metro Area",31000US18700,18700
36724,"Coshocton, OH Micro Area",31000US18740,18740
13117,"Craig, CO Micro Area",31000US18780,18780
38172,"Crawfordsville, IN Micro Area",31000US18820,18820
27788,"Crescent City, CA Micro Area",31000US18860,18860
251724,"Crestview-Fort Walton Beach-Destin, FL Metro Area",31000US18880,18880
57455,"Crossville, TN Micro Area",31000US18900,18900
80965,"Cullman, AL Micro Area",31000US18980,18980
40812,"Cullowhee, NC Micro Area",31000US19000,19000
101304,"Cumberland, MD-WV Metro Area",31000US19060,19060
6833420,"Dallas-Fort Worth-Arlington, TX Metro Area",31000US19100,19100
142857,"Dalton, GA Metro Area",31000US19140,19140
80368,"Danville, IL Metro Area",31000US19180,19180
53886,"Danville, KY Micro Area",31000US19220,19220
105244,"Danville, VA Micro Area",31000US19260,19260
195121,"Daphne-Fairhope-Foley, AL Metro Area",31000US19300,19300
383145,"Davenport-Moline-Rock Island, IA-IL Metro Area",31000US19340,19340
801472,"Dayton, OH Metro Area",31000US19380,19380
32394,"Dayton, TN Micro Area",31000US19420,19420
153372,"Decatur, AL Metro Area",31000US19460,19460
109193,"Decatur, IL Metro Area",31000US19500,19500
34642,"Decatur, IN Micro Area",31000US19540,19540
38669,"Defiance, OH Micro Area",31000US19580,19580
48980,"Del Rio, TX Micro Area",31000US19620,19620
604502,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",31000US19660,19660
24789,"Deming, NM Micro Area",31000US19700,19700
2703972,"Denver-Aurora-Lakewood, CO Metro Area",31000US19740,19740
36259,"DeRidder, LA Micro Area",31000US19760,19760
601187,"Des Moines-West Des Moines, IA Metro Area",31000US19780,19780
4296416,"Detroit-Warren-Dearborn, MI Metro Area",31000US19820,19820
28628,"Dickinson, ND Micro Area",31000US19860,19860
35027,"Dixon, IL Micro Area",31000US19940,19940
34714,"Dodge City, KS Micro Area",31000US19980,19980
147601,"Dothan, AL Metro Area",31000US20020,20020
43003,"Douglas, GA Micro Area",31000US20060,20060
169509,"Dover, DE Metro Area",31000US20100,20100
57680,"Dublin, GA Micro Area",31000US20140,20140
81343,"DuBois, PA Micro Area",31000US20180,20180
95906,"Dubuque, IA Metro Area",31000US20220,20220
279748,"Duluth, MN-WI Metro Area",31000US20260,20260
22281,"Dumas, TX Micro Area",31000US20300,20300
44806,"Duncan, OK Micro Area",31000US20340,20340
124320,"Dunn, NC Micro Area",31000US20380,20380
53182,"Durango, CO Micro Area",31000US20420,20420
44003,"Durant, OK Micro Area",31000US20460,20460
534154,"Durham-Chapel Hill, NC Metro Area",31000US20500,20500
38054,"Dyersburg, TN Micro Area",31000US20540,20540
56548,"Eagle Pass, TX Micro Area",31000US20580,20580
37799,"Easton, MD Micro Area",31000US20660,20660
167881,"East Stroudsburg, PA Metro Area",31000US20700,20700
164490,"Eau Claire, WI Metro Area",31000US20740,20740
52576,"Edwards, CO Micro Area",31000US20780,20780
34332,"Effingham, IL Micro Area",31000US20820,20820
41264,"El Campo, TX Micro Area",31000US20900,20900
178206,"El Centro, CA Metro Area",31000US20940,20940
40633,"El Dorado, AR Micro Area",31000US20980,20980
63677,"Elizabeth City, NC Micro Area",31000US21020,21020
150776,"Elizabethtown-Fort Knox, KY Metro Area",31000US21060,21060
23300,"Elk City, OK Micro Area",31000US21120,21120
200685,"Elkhart-Goshen, IN Metro Area",31000US21140,21140
29365,"Elkins, WV Micro Area",31000US21180,21180
53231,"Elko, NV Micro Area",31000US21220,21220
42204,"Ellensburg, WA Micro Area",31000US21260,21260
88267,"Elmira, NY Metro Area",31000US21300,21300
834425,"El Paso, TX Metro Area",31000US21340,21340
33462,"Emporia, KS Micro Area",31000US21380,21380
62192,"Enid, OK Micro Area",31000US21420,21420
50884,"Enterprise, AL Micro Area",31000US21460,21460
279858,"Erie, PA Metro Area",31000US21500,21500
36712,"Escanaba, MI Micro Area",31000US21540,21540
39949,"Española, NM Micro Area",31000US21580,21580
357060,"Eugene, OR Metro Area",31000US21660,21660
135034,"Eureka-Arcata-Fortuna, CA Micro Area",31000US21700,21700
20930,"Evanston, WY Micro Area",31000US21740,21740
314263,"Evansville, IN-KY Metro Area",31000US21780,21780
99705,"Fairbanks, AK Metro Area",31000US21820,21820
17318,"Fairfield, IA Micro Area",31000US21840,21840
56790,"Fairmont, WV Micro Area",31000US21900,21900
24252,"Fallon, NV Micro Area",31000US21980,21980
223379,"Fargo, ND-MN Metro Area",31000US22020,22020
64886,"Faribault-Northfield, MN Micro Area",31000US22060,22060
66010,"Farmington, MO Micro Area",31000US22100,22100
125133,"Farmington, NM Metro Area",31000US22140,22140
375678,"Fayetteville, NC Metro Area",31000US22180,22180
493095,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",31000US22220,22220
57511,"Fergus Falls, MN Micro Area",31000US22260,22260
51657,"Fernley, NV Micro Area",31000US22280,22280
75428,"Findlay, OH Micro Area",31000US22300,22300
17477,"Fitzgerald, GA Micro Area",31000US22340,22340
136701,"Flagstaff, AZ Metro Area",31000US22380,22380
415874,"Flint, MI Metro Area",31000US22420,22420
206252,"Florence, SC Metro Area",31000US22500,22500
147181,"Florence-Muscle Shoals, AL Metro Area",31000US22520,22520
101920,"Fond du Lac, WI Metro Area",31000US22540,22540
66865,"Forest City, NC Micro Area",31000US22580,22580
27345,"Forrest City, AR Micro Area",31000US22620,22620
318227,"Fort Collins, CO Metro Area",31000US22660,22660
37295,"Fort Dodge, IA Micro Area",31000US22700,22700
53443,"Fort Leonard Wood, MO Micro Area",31000US22780,22780
61026,"Fort Madison-Keokuk, IA-IL-MO Micro Area",31000US22800,22800
28359,"Fort Morgan, CO Micro Area",31000US22820,22820
52476,"Fort Polk South, LA Micro Area",31000US22860,22860
280384,"Fort Smith, AR-OK Metro Area",31000US22900,22900
424579,"Fort Wayne, IN Metro Area",31000US23060,23060
32835,"Frankfort, IN Micro Area",31000US23140,23140
71539,"Frankfort, KY Micro Area",31000US23180,23180
25398,"Fredericksburg, TX Micro Area",31000US23240,23240
46625,"Freeport, IL Micro Area",31000US23300,23300
36725,"Fremont, NE Micro Area",31000US23340,23340
60187,"Fremont, OH Micro Area",31000US23380,23380
956749,"Fresno, CA Metro Area",31000US23420,23420
103766,"Gadsden, AL Metro Area",31000US23460,23460
55863,"Gaffney, SC Micro Area",31000US23500,23500
271210,"Gainesville, FL Metro Area",31000US23540,23540
187916,"Gainesville, GA Metro Area",31000US23580,23580
38761,"Gainesville, TX Micro Area",31000US23620,23620
52112,"Galesburg, IL Micro Area",31000US23660,23660
73998,"Gallup, NM Micro Area",31000US23700,23700
41085,"Garden City, KS Micro Area",31000US23780,23780
47259,"Gardnerville Ranchos, NV Micro Area",31000US23820,23820
60572,"Georgetown, SC Micro Area",31000US23860,23860
101767,"Gettysburg, PA Metro Area",31000US23900,23900
48013,"Gillette, WY Micro Area",31000US23940,23940
52910,"Glasgow, KY Micro Area",31000US23980,23980
127880,"Glens Falls, NY Metro Area",31000US24020,24020
74496,"Glenwood Springs, CO Micro Area",31000US24060,24060
54606,"Gloversville, NY Micro Area",31000US24100,24100
124355,"Goldsboro, NC Metro Area",31000US24140,24140
100526,"Grand Forks, ND-MN Metro Area",31000US24220,24220
84015,"Grand Island, NE Metro Area",31000US24260,24260
147834,"Grand Junction, CO Metro Area",31000US24300,24300
1017877,"Grand Rapids-Wyoming, MI Metro Area",31000US24340,24340
27382,"Grants, NM Micro Area",31000US24380,24380
83409,"Grants Pass, OR Metro Area",31000US24420,24420
27399,"Great Bend, KS Micro Area",31000US24460,24460
82090,"Great Falls, MT Metro Area",31000US24500,24500
270948,"Greeley, CO Metro Area",31000US24540,24540
312676,"Green Bay, WI Metro Area",31000US24580,24580
68576,"Greeneville, TN Micro Area",31000US24620,24620
71144,"Greenfield Town, MA Micro Area",31000US24640,24640
741433,"Greensboro-High Point, NC Metro Area",31000US24660,24660
26240,"Greensburg, IN Micro Area",31000US24700,24700
49499,"Greenville, MS Micro Area",31000US24740,24740
173798,"Greenville, NC Metro Area",31000US24780,24780
52356,"Greenville, OH Micro Area",31000US24820,24820
852631,"Greenville-Anderson-Mauldin, SC Metro Area",31000US24860,24860
41854,"Greenwood, MS Micro Area",31000US24900,24900
94768,"Greenwood, SC Micro Area",31000US24940,24940
21591,"Grenada, MS Micro Area",31000US24980,24980
382571,"Gulfport-Biloxi-Pascagoula, MS Metro Area",31000US25060,25060
21588,"Guymon, OK Micro Area",31000US25100,25100
257994,"Hagerstown-Martinsburg, MD-WV Metro Area",31000US25180,25180
27621,"Hailey, ID Micro Area",31000US25200,25200
125486,"Hammond, LA Metro Area",31000US25220,25220
150998,"Hanford-Corcoran, CA Metro Area",31000US25260,25260
39083,"Hannibal, MO Micro Area",31000US25300,25300
558198,"Harrisburg-Carlisle, PA Metro Area",31000US25420,25420
45279,"Harrison, AR Micro Area",31000US25460,25460
129173,"Harrisonburg, VA Metro Area",31000US25500,25500
1214056,"Hartford-West Hartford-East Hartford, CT Metro Area",31000US25540,25540
31442,"Hastings, NE Micro Area",31000US25580,25580
147339,"Hattiesburg, MS Metro Area",31000US25620,25620
28993,"Hays, KS Micro Area",31000US25700,25700
26661,"Heber, UT Micro Area",31000US25720,25720
76859,"Helena, MT Micro Area",31000US25740,25740
20391,"Helena-West Helena, AR Micro Area",31000US25760,25760
44829,"Henderson, NC Micro Area",31000US25780,25780
19245,"Hereford, TX Micro Area",31000US25820,25820
87942,"Hermiston-Pendleton, OR Micro Area",31000US25840,25840
363074,"Hickory-Lenoir-Morganton, NC Metro Area",31000US25860,25860
46178,"Hillsdale, MI Micro Area",31000US25880,25880
191482,"Hilo, HI Micro Area",31000US25900,25900
197969,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",31000US25940,25940
81015,"Hinesville, GA Metro Area",31000US25980,25980
68149,"Hobbs, NM Micro Area",31000US26020,26020
112837,"Holland, MI Micro Area",31000US26090,26090
139654,"Homosassa Springs, FL Metro Area",31000US26140,26140
22749,"Hood River, OR Micro Area",31000US26220,26220
96954,"Hot Springs, AR Metro Area",31000US26300,26300
38858,"Houghton, MI Micro Area",31000US26340,26340
210216,"Houma-Thibodaux, LA Metro Area",31000US26380,26380
6346653,"Houston-The Woodlands-Sugar Land, TX Metro Area",31000US26420,26420
62195,"Hudson, NY Micro Area",31000US26460,26460
45906,"Huntingdon, PA Micro Area",31000US26500,26500
36863,"Huntington, IN Micro Area",31000US26540,26540
363700,"Huntington-Ashland, WV-KY-OH Metro Area",31000US26580,26580
435243,"Huntsville, AL Metro Area",31000US26620,26620
83735,"Huntsville, TX Micro Area",31000US26660,26660
18168,"Huron, SD Micro Area",31000US26700,26700
64058,"Hutchinson, KS Micro Area",31000US26740,26740
36046,"Hutchinson, MN Micro Area",31000US26780,26780
137233,"Idaho Falls, ID Metro Area",31000US26820,26820
87895,"Indiana, PA Micro Area",31000US26860,26860
1950674,"Indianapolis-Carmel-Anderson, IN Metro Area",31000US26900,26900
27911,"Indianola, MS Micro Area",31000US26940,26940
64064,"Ionia, MI Micro Area",31000US26960,26960
161453,"Iowa City, IA Metro Area",31000US26980,26980
30488,"Iron Mountain, MI-WI Micro Area",31000US27020,27020
103855,"Ithaca, NY Metro Area",31000US27060,27060
159759,"Jackson, MI Metro Area",31000US27100,27100
577070,"Jackson, MS Metro Area",31000US27140,27140
32854,"Jackson, OH Micro Area",31000US27160,27160
130108,"Jackson, TN Metro Area",31000US27180,27180
32596,"Jackson, WY-ID Micro Area",31000US27220,27220
1401600,"Jacksonville, FL Metro Area",31000US27260,27260
40327,"Jacksonville, IL Micro Area",31000US27300,27300
183753,"Jacksonville, NC Metro Area",31000US27340,27340
51167,"Jacksonville, TX Micro Area",31000US27380,27380
21076,"Jamestown, ND Micro Area",31000US27420,27420
132646,"Jamestown-Dunkirk-Fredonia, NY Micro Area",31000US27460,27460
160727,"Janesville-Beloit, WI Metro Area",31000US27500,27500
54978,"Jasper, IN Micro Area",31000US27540,27540
61420,"Jefferson, GA Micro Area",31000US27600,27600
150658,"Jefferson City, MO Metro Area",31000US27620,27620
30046,"Jesup, GA Micro Area",31000US27700,27700
200327,"Johnson City, TN Metro Area",31000US27740,27740
139381,"Johnstown, PA Metro Area",31000US27780,27780
125619,"Jonesboro, AR Metro Area",31000US27860,27860
175961,"Joplin, MO Metro Area",31000US27900,27900
36787,"Junction City, KS Micro Area",31000US27920,27920
32531,"Juneau, AK Micro Area",31000US27940,27940
160948,"Kahului-Wailuku-Lahaina, HI Metro Area",31000US27980,27980
332103,"Kalamazoo-Portage, MI Metro Area",31000US28020,28020
93333,"Kalispell, MT Micro Area",31000US28060,28060
112221,"Kankakee, IL Metro Area",31000US28100,28100
2055675,"Kansas City, MO-KS Metro Area",31000US28140,28140
69691,"Kapaa, HI Micro Area",31000US28180,28180
54507,"Kearney, NE Micro Area",31000US28260,28260
76430,"Keene, NH Micro Area",31000US28300,28300
47546,"Kendallville, IN Micro Area",31000US28340,28340
31562,"Kennett, MO Micro Area",31000US28380,28380
271373,"Kennewick-Richland, WA Metro Area",31000US28420,28420
50149,"Kerrville, TX Micro Area",31000US28500,28500
13699,"Ketchikan, AK Micro Area",31000US28540,28540
75901,"Key West, FL Micro Area",31000US28580,28580
39015,"Kill Devil Hills, NC Micro Area",31000US28620,28620
422388,"Killeen-Temple, TX Metro Area",31000US28660,28660
308200,"Kingsport-Bristol-Bristol, TN-VA Metro Area",31000US28700,28700
181300,"Kingston, NY Metro Area",31000US28740,28740
32594,"Kingsville, TX Micro Area",31000US28780,28780
58782,"Kinston, NC Micro Area",31000US28820,28820
29955,"Kirksville, MO Micro Area",31000US28860,28860
65972,"Klamath Falls, OR Micro Area",31000US28900,28900
852159,"Knoxville, TN Metro Area",31000US28940,28940
82765,"Kokomo, IN Metro Area",31000US29020,29020
60399,"Laconia, NH Micro Area",31000US29060,29060
135860,"La Crosse-Onalaska, WI-MN Metro Area",31000US29100,29100
480148,"Lafayette, LA Metro Area",31000US29180,29180
209718,"Lafayette-West Lafayette, IN Metro Area",31000US29200,29200
25745,"La Grande, OR Micro Area",31000US29260,29260
68867,"LaGrange, GA Micro Area",31000US29300,29300
202593,"Lake Charles, LA Metro Area",31000US29340,29340
67806,"Lake City, FL Micro Area",31000US29380,29380
203362,"Lake Havasu City-Kingman, AZ Metro Area",31000US29420,29420
626676,"Lakeland-Winter Haven, FL Metro Area",31000US29460,29460
13542,"Lamesa, TX Micro Area",31000US29500,29500
